guest_id,guest_name,nationality,preferred_language,loyalty_level,is_returning_guest
G01802,Mia Weber,German,German,2,0
G01803,Anna Demir,German,German,1,0
G01804,Grace Weber,British,English,4,0
G01805,George Smirnov,British,English,1,0
G01806,Emre Öztürk,Turkish,Turkish,3,0
G01807,Buse Kaya,Turkish,Turkish,2,0
G01808,Oliver Şahin,British,English,4,0
G01809,Zeynep Smith,Turkish,Turkish,5,0
G01810,Sophie Petrov,German,German,2,0
G01811,Harry Demir,British,English,4,0
G01812,Sophie Öztürk,British,English,3,0
G01813,James Öztürk,British,English,2,0
G01814,Buse Müller,Turkish,Turkish,4,0
G01815,Emre Ivanov,Turkish,Turkish,4,0
G01816,George Petrov,British,English,3,0
G01817,Olivia Wilson,British,English,4,0
G01818,Elif Taylor,Turkish,Turkish,3,0
G01819,Grace Yılmaz,British,English,3,0
G01820,Emma Şahin,British,English,1,0
G01821,Harry Wilson,British,English,2,0
G01822,Ece Öztürk,Turkish,Turkish,3,0
G01823,Zeynep Martin,Turkish,Turkish,2,0
G01824,Zeynep Kaya,Turkish,Turkish,2,0
G01825,Emre Demir,Turkish,Turkish,3,1
G01826,Jack Şahin,British,English,5,0
G01827,Ece Ivanov,Turkish,Turkish,3,0
G01828,Leon Taylor,German,German,4,0
G01829,George Müller,British,English,2,0
G01830,Emre Smith,Turkish,Turkish,3,0
G01831,Emre Kaya,Turkish,Turkish,3,0
G01832,Grace Weber,British,English,4,0
G01833,Elif Schmidt,Turkish,Turkish,3,0
G01834,Elif Smirnov,Turkish,Turkish,5,0
G01835,Buse Wilson,Turkish,Turkish,3,1
G01836,Sophie Martin,German,German,4,0
G01837,Ahmet Taylor,Turkish,Turkish,4,0
G01838,Jack Taylor,British,English,3,1
G01839,Max Demir,German,German,1,0
G01840,Elena Taylor,Russian,Russian,3,0
G01841,Lukas Yılmaz,German,German,4,0
G01842,George Öztürk,British,English,3,0
G01843,Maria Weber,Russian,Russian,3,0
G01844,Mehmet Weber,Turkish,Turkish,4,0
G01845,Ece Kaya,Turkish,Turkish,3,0
G01846,George Brown,British,English,3,0
G01847,James Taylor,British,English,3,0
G01848,Ahmet Taylor,Turkish,Turkish,3,0
G01849,Emre Demir,Turkish,Turkish,3,0
G01850,Laura Demir,German,German,1,0
G01851,Sophie Jones,British,English,3,0
G01852,Elif Schmidt,Turkish,Turkish,4,0
G01853,Anna Yılmaz,German,German,4,0
G01854,Max Müller,German,German,3,0
G01855,Jack Müller,British,English,2,0
G01856,Grace Wilson,British,English,2,0
G01857,Elif Petrov,Turkish,Turkish,3,0
G01858,Oliver Taylor,British,English,3,0
G01859,Lea Petrov,French,French,2,0
G01860,Harry Öztürk,British,English,3,0
G01861,Sophie Weber,British,English,1,0
G01862,Ece Taylor,Turkish,Turkish,3,0
G01863,Grace Öztürk,British,English,4,0
G01864,Ece Yılmaz,Turkish,Turkish,3,0
G01865,Zeynep Dubois,Turkish,Turkish,2,0
G01866,Mehmet Müller,Turkish,Turkish,2,0
G01867,Elif Dubois,Turkish,Turkish,3,0
G01868,Emma Demir,German,German,3,0
G01869,Oliver Şahin,British,English,1,0
G01870,Ahmet Yılmaz,Turkish,Turkish,4,0
G01871,Maria Şahin,Russian,Russian,3,0
G01872,Buse Jones,Turkish,Turkish,1,0
G01873,Zeynep Taylor,Turkish,Turkish,2,0
G01874,George Taylor,British,English,3,0
G01875,Buse Demir,Turkish,Turkish,3,0
G01876,Ece Schmidt,Turkish,Turkish,2,0
G01877,Emma Yılmaz,British,English,3,0
G01878,Mert Weber,Turkish,Turkish,1,0
G01879,Ayşe Smith,Turkish,Turkish,1,0
G01880,Jack Weber,British,English,3,0
G01881,Anna Martin,Russian,Russian,4,0
G01882,Dmitri Smirnov,Russian,Russian,2,0
G01883,Mert Demir,Turkish,Turkish,3,0
G01884,Dmitri Brown,Russian,Russian,4,0
G01885,Elif Kaya,Turkish,Turkish,4,0
G01886,Oliver Yılmaz,British,English,1,0
G01887,Olivia Brown,British,English,4,0
G01888,Emily Weber,British,English,4,0
G01889,Emre Wilson,Turkish,Turkish,3,1
G01890,Elif Yılmaz,Turkish,Turkish,3,0
G01891,Grace Yılmaz,British,English,2,0
G01892,Ayşe Öztürk,Turkish,Turkish,4,0
G01893,George Şahin,British,English,2,0
G01894,Ece Wilson,Turkish,Turkish,5,1
G01895,Alexei Kaya,Russian,Russian,2,0
G01896,Mert Müller,Turkish,Turkish,4,0
G01897,Harry Dubois,British,English,3,1
G01898,Elif Müller,Turkish,Turkish,2,0
G01899,Gabriel Dubois,French,French,5,1
G01900,Mert Smith,Turkish,Turkish,3,0
G01901,Olivia Şahin,British,English,2,0
G01902,Mehmet Wilson,Turkish,Turkish,2,0
G01903,Zeynep Yılmaz,Turkish,Turkish,2,0
G01904,Zeynep Schmidt,Turkish,Turkish,3,0
G01905,Ece Şahin,Turkish,Turkish,4,0
G01906,Harry Schmidt,British,English,3,1
G01907,Ivan Schmidt,Russian,Russian,3,0
G01908,Oliver Jones,British,English,3,0
G01909,Mehmet Smirnov,Turkish,Turkish,3,0
G01910,Ece Ivanov,Turkish,Turkish,2,0
G01911,Alice Yılmaz,French,French,3,0
G01912,Buse Weber,Turkish,Turkish,1,0
G01913,Sofia Smith,Russian,Russian,3,0
G01914,Can Demir,Turkish,Turkish,3,0
G01915,Buse Schmidt,Turkish,Turkish,3,1
G01916,Buse Ivanov,Turkish,Turkish,3,0
G01917,Harry Smith,British,English,4,0
G01918,Anna Wilson,German,German,3,0
G01919,Harry Dubois,British,English,3,0
G01920,Oliver Ivanov,British,English,3,0
G01921,Alice Dubois,French,French,3,0
G01922,Can Yılmaz,Turkish,Turkish,5,0
G01923,Harry Brown,British,English,4,0
G01924,Felix Martin,German,German,3,0
G01925,Can Weber,Turkish,Turkish,5,0
G01926,Hugo Smith,French,French,2,0
G01927,Grace Smirnov,British,English,5,1
G01928,George Ivanov,British,English,4,0
G01929,Emily Taylor,British,English,1,0
G01930,Zeynep Taylor,Turkish,Turkish,2,1
G01931,Elif Martin,Turkish,Turkish,2,0
G01932,Paul Wilson,German,German,2,0
G01933,George Martin,British,English,3,0
G01934,Laura Petrov,German,German,3,0
G01935,Emre Jones,Turkish,Turkish,2,0
G01936,Mia Kaya,German,German,3,0
G01937,Can Öztürk,Turkish,Turkish,1,0
G01938,Grace Martin,British,English,4,0
G01939,Olivia Jones,British,English,3,0
G01940,Harry Smirnov,British,English,4,0
G01941,Lea Smirnov,French,French,2,0
G01942,Emre Müller,Turkish,Turkish,3,0
G01943,Can Schmidt,Turkish,Turkish,2,0
G01944,Zeynep Öztürk,Turkish,Turkish,2,0
G01945,Sophie Müller,German,German,4,0
G01946,Zeynep Martin,Turkish,Turkish,4,0
G01947,Emma Şahin,British,English,3,0
G01948,Buse Smith,Turkish,Turkish,1,0
G01949,Harry Jones,British,English,3,0
G01950,Anna Smith,German,German,1,0
G01951,Grace Öztürk,British,English,5,0
G01952,Zeynep Smirnov,Turkish,Turkish,4,0
G01953,Mert Ivanov,Turkish,Turkish,4,0
G01954,Ahmet Taylor,Turkish,Turkish,3,0
G01955,Emily Şahin,British,English,2,0
G01956,Mehmet Wilson,Turkish,Turkish,4,0
G01957,Ece Demir,Turkish,Turkish,3,1
G01958,Sophie Şahin,British,English,3,0
G01959,Buse Ivanov,Turkish,Turkish,3,0
G01960,Emre Petrov,Turkish,Turkish,3,0
G01961,Emma Taylor,French,French,1,0
G01962,Emre Wilson,Turkish,Turkish,4,0
G01963,Ivan Petrov,Russian,Russian,3,0
G01964,Emma Brown,French,French,4,0
G01965,Ayşe Smirnov,Turkish,Turkish,4,0
G01966,Mert Taylor,Turkish,Turkish,4,0
G01967,Mert Şahin,Turkish,Turkish,2,0
G01968,Sofia Kaya,Russian,Russian,3,0
G01969,Grace Öztürk,British,English,1,0
G01970,Emre Smirnov,Turkish,Turkish,2,0
G01971,George Martin,British,English,3,0
G01972,Ayşe Yılmaz,Turkish,Turkish,4,0
G01973,Ece Yılmaz,Turkish,Turkish,2,0
G01974,Ece Smirnov,Turkish,Turkish,2,1
G01975,Emily Smith,British,English,3,0
G01976,Elif Smith,Turkish,Turkish,1,0
G01977,Can Öztürk,Turkish,Turkish,4,0
G01978,Grace Taylor,British,English,2,0
G01979,Elif Şahin,Turkish,Turkish,4,0
G01980,Olivia Schmidt,British,English,4,0
G01981,Can Şahin,Turkish,Turkish,2,0
G01982,Paul Smirnov,German,German,3,0
G01983,Can Öztürk,Turkish,Turkish,2,0
G01984,Emre Ivanov,Turkish,Turkish,3,0
G01985,Paul Taylor,German,German,3,1
G01986,James Müller,British,English,3,0
G01987,Zeynep Ivanov,Turkish,Turkish,3,0
G01988,Grace Schmidt,British,English,3,0
G01989,Leon Smirnov,German,German,3,0
G01990,Elif Şahin,Turkish,Turkish,2,0
G01991,Mert Weber,Turkish,Turkish,2,0
G01992,Mert Öztürk,Turkish,Turkish,4,0
G01993,James Müller,British,English,2,0
G01994,Irina Demir,Russian,Russian,2,0
G01995,Grace Kaya,British,English,3,0
G01996,Leon Petrov,German,German,5,0
G01997,James Wilson,British,English,2,0
G01998,Ahmet Ivanov,Turkish,Turkish,3,0
G01999,Grace Smith,British,English,2,0
G02000,Emily Dubois,British,English,4,0
G02001,Ayşe Yılmaz,Turkish,Turkish,1,0
G02002,Felix Brown,German,German,4,0
G02003,Mehmet Taylor,Turkish,Turkish,3,0
G02004,Felix Şahin,German,German,2,0
G02005,Mert Kaya,Turkish,Turkish,3,0
G02006,Oliver Taylor,British,English,2,0
G02007,Harry Dubois,British,English,4,0
G02008,Oliver Martin,British,English,4,0
G02009,Sophie Wilson,British,English,2,0
G02010,Maria Smith,Russian,Russian,4,0
G02011,Buse Petrov,Turkish,Turkish,2,0
G02012,Mehmet Weber,Turkish,Turkish,3,0
G02013,Zeynep Smirnov,Turkish,Turkish,3,0
G02014,Oliver Martin,British,English,2,0
G02015,Harry Smirnov,British,English,3,0
G02016,Mehmet Weber,Turkish,Turkish,3,0
G02017,Mia Wilson,German,German,2,0
G02018,Emma Petrov,British,English,4,0
G02019,Maria Petrov,Russian,Russian,3,0
G02020,Max Kaya,German,German,3,1
G02021,Grace Dubois,British,English,1,0
G02022,Zeynep Yılmaz,Turkish,Turkish,2,0
G02023,Ahmet Öztürk,Turkish,Turkish,2,0
G02024,Harry Weber,British,English,5,0
G02025,Emma Petrov,British,English,4,0
G02026,George Weber,British,English,2,0
G02027,Mert Smith,Turkish,Turkish,1,0
G02028,Mert Smith,Turkish,Turkish,3,0
G02029,Paul Müller,German,German,3,0
G02030,Sophie Demir,British,English,2,1
G02031,Mia Öztürk,German,German,2,0
G02032,Ece Brown,Turkish,Turkish,2,1
G02033,James Weber,British,English,1,0
G02034,Harry Weber,British,English,3,0
G02035,Emre Petrov,Turkish,Turkish,3,0
G02036,Mia Yılmaz,German,German,4,0
G02037,Lukas Weber,German,German,3,0
G02038,James Yılmaz,British,English,2,0
G02039,Buse Ivanov,Turkish,Turkish,2,0
G02040,Zeynep Şahin,Turkish,Turkish,2,0
G02041,James Petrov,British,English,4,0
G02042,Mert Weber,Turkish,Turkish,3,0
G02043,Jack Şahin,British,English,1,0
G02044,Sophie Öztürk,British,English,1,0
G02045,Zeynep Müller,Turkish,Turkish,4,0
G02046,Buse Wilson,Turkish,Turkish,2,0
G02047,Ayşe Weber,Turkish,Turkish,3,0
G02048,James Taylor,British,English,2,0
G02049,Lukas Smith,German,German,2,0
G02050,Felix Brown,German,German,2,0
G02051,Olivia Brown,British,English,5,0
G02052,Olga Yılmaz,Russian,Russian,2,0
G02053,Harry Ivanov,British,English,3,0
G02054,George Weber,British,English,3,0
G02055,Mehmet Taylor,Turkish,Turkish,3,0
G02056,Olivia Petrov,British,English,2,0
G02057,Ahmet Kaya,Turkish,Turkish,3,0
G02058,Mehmet Martin,Turkish,Turkish,5,0
G02059,Oliver Schmidt,British,English,4,0
G02060,Gabriel Weber,French,French,3,0
G02061,Sophie Weber,German,German,3,0
G02062,Zeynep Smirnov,Turkish,Turkish,4,0
G02063,Oliver Jones,British,English,4,0
G02064,Elif Wilson,Turkish,Turkish,3,0
G02065,Ayşe Demir,Turkish,Turkish,3,0
G02066,George Petrov,British,English,2,0
G02067,Zeynep Smith,Turkish,Turkish,2,0
G02068,Ahmet Taylor,Turkish,Turkish,2,0
G02069,Mert Brown,Turkish,Turkish,3,0
G02070,Ahmet Yılmaz,Turkish,Turkish,3,0
G02071,James Schmidt,British,English,3,0
G02072,Emily Wilson,British,English,1,0
G02073,Jack Yılmaz,British,English,1,0
G02074,Elif Taylor,Turkish,Turkish,4,0
G02075,Jack Jones,British,English,1,0
G02076,Ahmet Taylor,Turkish,Turkish,2,0
G02077,Laura Müller,German,German,3,0
G02078,Grace Martin,British,English,1,0
G02079,Emma Öztürk,German,German,2,0
G02080,Sophie Petrov,British,English,3,0
G02081,Mehmet Şahin,Turkish,Turkish,5,0
G02082,Zeynep Yılmaz,Turkish,Turkish,4,0
G02083,Laura Wilson,German,German,2,0
G02084,Lukas Öztürk,German,German,2,0
G02085,Zeynep Müller,Turkish,Turkish,2,0
G02086,Ece Weber,Turkish,Turkish,4,0
G02087,Oliver Dubois,British,English,3,0
G02088,Grace Şahin,British,English,2,0
G02089,Ahmet Taylor,Turkish,Turkish,3,0
G02090,Ece Şahin,Turkish,Turkish,4,0
G02091,Alice Kaya,French,French,4,0
G02092,Emily Smirnov,British,English,4,0
G02093,James Dubois,British,English,3,0
G02094,Harry Müller,British,English,3,0
G02095,Sophie Jones,British,English,4,0
G02096,Ahmet Wilson,Turkish,Turkish,5,0
G02097,Olga Martin,Russian,Russian,3,0
G02098,George Yılmaz,British,English,2,0
G02099,Emily Müller,British,English,2,0
G02100,Mehmet Kaya,Turkish,Turkish,3,0
G02101,Emma Yılmaz,German,German,3,0
G02102,Zeynep Ivanov,Turkish,Turkish,3,0
G02103,James Yılmaz,British,English,4,0
G02104,Paul Müller,German,German,2,0
G02105,Oliver Dubois,British,English,2,1
G02106,Maria Martin,Russian,Russian,4,0
G02107,Mia Schmidt,German,German,1,0
G02108,Jack Jones,British,English,4,0
G02109,Jack Schmidt,British,English,4,1
G02110,Zeynep Jones,Turkish,Turkish,4,0
G02111,Leon Brown,German,German,3,0
G02112,Olivia Jones,British,English,1,0
G02113,Emma Martin,British,English,1,0
G02114,Ece Dubois,Turkish,Turkish,5,0
G02115,Irina Şahin,Russian,Russian,2,0
G02116,Grace Weber,British,English,3,0
G02117,Ece Müller,Turkish,Turkish,5,0
G02118,Elif Müller,Turkish,Turkish,1,1
G02119,Oliver Smirnov,British,English,2,0
G02120,Harry Öztürk,British,English,4,0
G02121,Zeynep Dubois,Turkish,Turkish,2,0
G02122,Zeynep Ivanov,Turkish,Turkish,2,0
G02123,Mert Dubois,Turkish,Turkish,2,0
G02124,Ece Smith,Turkish,Turkish,2,0
G02125,Leon Şahin,German,German,3,0
G02126,Grace Smirnov,British,English,3,0
G02127,Can Smirnov,Turkish,Turkish,4,0
G02128,Harry Petrov,British,English,5,0
G02129,Emily Brown,British,English,3,0
G02130,Zeynep Petrov,Turkish,Turkish,3,0
G02131,Anna Ivanov,Russian,Russian,2,0
G02132,Ahmet Weber,Turkish,Turkish,4,0
G02133,Elena Yılmaz,Russian,Russian,3,0
G02134,Elif Öztürk,Turkish,Turkish,2,0
G02135,Emily Brown,British,English,3,0
G02136,Emily Dubois,British,English,1,0
G02137,Can Martin,Turkish,Turkish,3,0
G02138,Mehmet Dubois,Turkish,Turkish,3,0
G02139,Grace Taylor,British,English,3,0
G02140,Harry Weber,British,English,2,0
G02141,Ayşe Taylor,Turkish,Turkish,4,0
G02142,Elif Smith,Turkish,Turkish,4,0
G02143,Harry Müller,British,English,4,0
G02144,Felix Weber,German,German,2,0
G02145,Buse Weber,Turkish,Turkish,5,0
G02146,Mert Öztürk,Turkish,Turkish,5,0
G02147,Emma Brown,German,German,5,0
G02148,Ahmet Wilson,Turkish,Turkish,5,0
G02149,Can Taylor,Turkish,Turkish,2,0
G02150,Zeynep Taylor,Turkish,Turkish,3,0
G02151,Sophie Yılmaz,British,English,4,0
G02152,Harry Taylor,British,English,2,0
G02153,Ayşe Petrov,Turkish,Turkish,3,0
G02154,Mehmet Smith,Turkish,Turkish,3,0
G02155,Olivia Demir,British,English,3,0
G02156,James Ivanov,British,English,5,0
G02157,Zeynep Smirnov,Turkish,Turkish,4,0
G02158,Zeynep Kaya,Turkish,Turkish,3,0
G02159,Sophie Dubois,British,English,3,0
G02160,Buse Smith,Turkish,Turkish,1,0
G02161,Mehmet Dubois,Turkish,Turkish,1,0
G02162,Ayşe Kaya,Turkish,Turkish,2,0
G02163,Nikolai Demir,Russian,Russian,2,0
G02164,Harry Wilson,British,English,3,0
G02165,Emma Ivanov,British,English,5,0
G02166,Mia Jones,German,German,2,0
G02167,Olivia Jones,British,English,3,0
G02168,Zeynep Kaya,Turkish,Turkish,3,0
G02169,Buse Weber,Turkish,Turkish,1,0
G02170,Louis Şahin,French,French,3,0
G02171,Emily Şahin,British,English,4,0
G02172,Emma Smirnov,British,English,2,0
G02173,Oliver Smirnov,British,English,2,0
G02174,Sophie Taylor,British,English,4,0
G02175,Harry Martin,British,English,3,0
G02176,Lea Smirnov,French,French,5,0
G02177,Mehmet Şahin,Turkish,Turkish,3,0
G02178,Zeynep Şahin,Turkish,Turkish,2,0
G02179,Emma Smirnov,British,English,5,0
G02180,Can Öztürk,Turkish,Turkish,1,0
G02181,Oliver Yılmaz,British,English,2,0
G02182,Ece Dubois,Turkish,Turkish,4,0
G02183,Zeynep Smirnov,Turkish,Turkish,4,0
G02184,Emre Smirnov,Turkish,Turkish,4,0
G02185,Emily Weber,British,English,3,1
G02186,Ece Ivanov,Turkish,Turkish,3,0
G02187,Ece Martin,Turkish,Turkish,4,0
G02188,Mert Yılmaz,Turkish,Turkish,1,0
G02189,Emre Brown,Turkish,Turkish,3,0
G02190,Jack Öztürk,British,English,4,0
G02191,Mehmet Petrov,Turkish,Turkish,4,1
G02192,Can Kaya,Turkish,Turkish,3,0
G02193,Paul Kaya,German,German,3,0
G02194,Sophie Kaya,British,English,3,0
G02195,Harry Smith,British,English,5,0
G02196,James Öztürk,British,English,4,0
G02197,Mert Şahin,Turkish,Turkish,1,0
G02198,Lukas Kaya,German,German,4,0
G02199,James Smirnov,British,English,1,0
G02200,Mert Taylor,Turkish,Turkish,4,0
G02201,Olivia Brown,British,English,3,0
G02202,Elif Müller,Turkish,Turkish,3,0
G02203,Mehmet Yılmaz,Turkish,Turkish,3,0
G02204,Mehmet Petrov,Turkish,Turkish,3,0
G02205,Can Smith,Turkish,Turkish,3,0
G02206,Harry Dubois,British,English,4,1
G02207,Zeynep Dubois,Turkish,Turkish,2,0
G02208,Sophie Martin,German,German,5,0
G02209,Maria Weber,Russian,Russian,1,0
G02210,Elif Kaya,Turkish,Turkish,5,1
G02211,Felix Petrov,German,German,1,0
G02212,Ahmet Demir,Turkish,Turkish,2,0
G02213,Sophie Martin,British,English,5,0
G02214,Elena Taylor,Russian,Russian,2,0
G02215,Ahmet Ivanov,Turkish,Turkish,4,0
G02216,Alice Ivanov,French,French,4,0
G02217,Sophie Weber,British,English,4,0
G02218,Harry Dubois,British,English,1,0
G02219,George Smirnov,British,English,3,0
G02220,Ece Ivanov,Turkish,Turkish,2,0
G02221,Ahmet Müller,Turkish,Turkish,2,0
G02222,Laura Wilson,German,German,3,0
G02223,Oliver Smith,British,English,3,0
G02224,Elena Smirnov,Russian,Russian,4,0
G02225,Oliver Öztürk,British,English,4,0
G02226,Mert Martin,Turkish,Turkish,2,1
G02227,Harry Brown,British,English,4,0
G02228,Leon Smith,German,German,2,0
G02229,Sophie Şahin,German,German,2,0
G02230,Jack Taylor,British,English,3,0
G02231,Elif Ivanov,Turkish,Turkish,3,0
G02232,Sophie Müller,British,English,3,0
G02233,Ayşe Demir,Turkish,Turkish,4,0
G02234,Harry Dubois,British,English,3,0
G02235,Jack Taylor,British,English,2,0
G02236,Zeynep Taylor,Turkish,Turkish,3,1
G02237,Can Müller,Turkish,Turkish,2,0
G02238,Mert Smirnov,Turkish,Turkish,5,0
G02239,Ece Smith,Turkish,Turkish,3,0
G02240,Manon Petrov,French,French,5,1
G02241,Olivia Jones,British,English,3,0
G02242,Elif Petrov,Turkish,Turkish,3,0
G02243,Harry Demir,British,English,3,0
G02244,Mehmet Taylor,Turkish,Turkish,3,0
G02245,Camille Müller,French,French,5,0
G02246,Zeynep Smirnov,Turkish,Turkish,3,0
G02247,Leon Jones,German,German,3,0
G02248,Laura Smith,German,German,2,0
G02249,Felix Öztürk,German,German,2,0
G02250,Ahmet Öztürk,Turkish,Turkish,2,0
G02251,Max Smith,German,German,3,0
G02252,Emma Schmidt,British,English,2,0
G02253,Olivia Müller,British,English,3,0
G02254,Oliver Jones,British,English,1,0
G02255,Elif Weber,Turkish,Turkish,4,0
G02256,Emma Yılmaz,French,French,4,0
G02257,Ece Jones,Turkish,Turkish,5,1
G02258,James Taylor,British,English,3,0
G02259,Zeynep Kaya,Turkish,Turkish,4,0
G02260,Can Öztürk,Turkish,Turkish,2,0
G02261,Oliver Kaya,British,English,5,0
G02262,Jack Müller,British,English,3,0
G02263,Mert Demir,Turkish,Turkish,2,0
G02264,Sophie Schmidt,British,English,2,0
G02265,Olivia Şahin,British,English,4,0
G02266,Emre Dubois,Turkish,Turkish,4,0
G02267,Emma Müller,British,English,3,0
G02268,George Dubois,British,English,2,0
G02269,Buse Jones,Turkish,Turkish,3,0
G02270,Grace Kaya,British,English,1,0
G02271,Gabriel Ivanov,French,French,4,0
G02272,James Smith,British,English,3,0
G02273,Ayşe Martin,Turkish,Turkish,3,0
G02274,Laura Yılmaz,German,German,4,0
G02275,George Şahin,British,English,4,0
G02276,Grace Kaya,British,English,3,0
G02277,Mert Ivanov,Turkish,Turkish,3,0
G02278,Ivan Dubois,Russian,Russian,2,0
G02279,Buse Dubois,Turkish,Turkish,5,0
G02280,Olivia Yılmaz,British,English,1,0
G02281,Leon Kaya,German,German,2,0
G02282,Max Müller,German,German,3,0
G02283,Ahmet Yılmaz,Turkish,Turkish,3,1
G02284,Ece Smirnov,Turkish,Turkish,2,1
G02285,Emre Petrov,Turkish,Turkish,3,0
G02286,Camille Taylor,French,French,4,1
G02287,Sophie Dubois,German,German,3,0
G02288,Anna Yılmaz,German,German,3,0
G02289,George Wilson,British,English,2,0
G02290,Laura Wilson,German,German,3,0
G02291,Mehmet Öztürk,Turkish,Turkish,4,0
G02292,Ayşe Kaya,Turkish,Turkish,3,0
G02293,Emma Wilson,British,English,3,0
G02294,James Yılmaz,British,English,5,0
G02295,Leon Schmidt,German,German,3,0
G02296,Emre Brown,Turkish,Turkish,4,0
G02297,Can Taylor,Turkish,Turkish,3,0
G02298,Harry Ivanov,British,English,5,0
G02299,Felix Smith,German,German,2,0
G02300,Ayşe Şahin,Turkish,Turkish,4,0
G02301,Elif Şahin,Turkish,Turkish,3,0
G02302,Buse Müller,Turkish,Turkish,4,1
G02303,Elif Yılmaz,Turkish,Turkish,2,0
G02304,Maria Martin,Russian,Russian,2,0
G02305,Grace Demir,British,English,2,0
G02306,Leon Ivanov,German,German,2,0
G02307,Paul Şahin,German,German,3,0
G02308,Ahmet Smith,Turkish,Turkish,2,0
G02309,Mert Brown,Turkish,Turkish,3,0
G02310,Ahmet Smith,Turkish,Turkish,3,0
G02311,Oliver Müller,British,English,3,0
G02312,Oliver Petrov,British,English,1,0
G02313,Jack Schmidt,British,English,4,0
G02314,Can Taylor,Turkish,Turkish,1,0
G02315,Oliver Taylor,British,English,2,0
G02316,Zeynep Demir,Turkish,Turkish,4,0
G02317,Maria Martin,Russian,Russian,2,0
G02318,Louis Schmidt,French,French,1,0
G02319,Emre Taylor,Turkish,Turkish,5,0
G02320,Mert Martin,Turkish,Turkish,3,0
G02321,Ayşe Demir,Turkish,Turkish,3,0
G02322,Sophie Müller,German,German,5,0
G02323,Emily Jones,British,English,1,0
G02324,Mehmet Schmidt,Turkish,Turkish,2,0
G02325,Olivia Demir,British,English,4,0
G02326,George Taylor,British,English,5,0
G02327,Harry Yılmaz,British,English,5,0
G02328,Buse Brown,Turkish,Turkish,2,0
G02329,Emre Petrov,Turkish,Turkish,3,0
G02330,Ayşe Taylor,Turkish,Turkish,3,0
G02331,George Martin,British,English,4,0
G02332,Jack Kaya,British,English,5,0
G02333,Can Müller,Turkish,Turkish,2,0
G02334,Ahmet Dubois,Turkish,Turkish,3,0
G02335,Ayşe Ivanov,Turkish,Turkish,4,0
G02336,Ayşe Weber,Turkish,Turkish,2,0
G02337,Oliver Yılmaz,British,English,2,0
G02338,Ece Smith,Turkish,Turkish,2,1
G02339,Alice Müller,French,French,1,0
G02340,Can Smirnov,Turkish,Turkish,4,0
G02341,Laura Yılmaz,German,German,2,0
G02342,Lukas Smirnov,German,German,2,1
G02343,Emma Yılmaz,German,German,3,0
G02344,Zeynep Ivanov,Turkish,Turkish,1,0
G02345,Emre Smith,Turkish,Turkish,1,0
G02346,Elif Kaya,Turkish,Turkish,5,0
G02347,Jack Yılmaz,British,English,3,0
G02348,Emma Brown,German,German,5,0
G02349,Camille Wilson,French,French,2,0
G02350,Harry Öztürk,British,English,3,1
G02351,Ayşe Müller,Turkish,Turkish,2,1
G02352,Manon Taylor,French,French,4,0
G02353,Emily Müller,British,English,5,0
G02354,Mert Weber,Turkish,Turkish,2,0
G02355,Gabriel Kaya,French,French,3,0
G02356,Lukas Weber,German,German,1,0
G02357,Oliver Kaya,British,English,3,0
G02358,Emre Petrov,Turkish,Turkish,4,0
G02359,Leon Dubois,German,German,4,0
G02360,Max Smirnov,German,German,3,0
G02361,Elif Smirnov,Turkish,Turkish,3,0
G02362,Alexei Petrov,Russian,Russian,3,0
G02363,Olivia Kaya,British,English,2,0
G02364,Elif Demir,Turkish,Turkish,3,0
G02365,Paul Smirnov,German,German,3,0
G02366,Emma Şahin,German,German,3,0
G02367,Grace Wilson,British,English,4,0
G02368,Mehmet Weber,Turkish,Turkish,3,1
G02369,Lea Smirnov,French,French,2,0
G02370,Paul Weber,German,German,1,0
G02371,Can Schmidt,Turkish,Turkish,2,0
G02372,Irina Kaya,Russian,Russian,4,1
G02373,Lea Taylor,French,French,3,0
G02374,Elena Weber,Russian,Russian,5,1
G02375,Paul Schmidt,German,German,5,1
G02376,Emre Kaya,Turkish,Turkish,5,0
G02377,Harry Şahin,British,English,2,1
G02378,Ayşe Müller,Turkish,Turkish,4,0
G02379,Felix Martin,German,German,3,0
G02380,Mehmet Brown,Turkish,Turkish,2,0
G02381,Can Brown,Turkish,Turkish,5,1
G02382,Zeynep Kaya,Turkish,Turkish,4,0
G02383,Jack Öztürk,British,English,3,0
G02384,Zeynep Smith,Turkish,Turkish,3,0
G02385,Olivia Jones,British,English,1,0
G02386,Buse Wilson,Turkish,Turkish,2,0
G02387,Ayşe Dubois,Turkish,Turkish,3,0
G02388,Can Weber,Turkish,Turkish,1,0
G02389,Chloe Jones,French,French,3,1
G02390,Olivia Smith,British,English,3,0
G02391,Grace Schmidt,British,English,2,0
G02392,Oliver Kaya,British,English,3,0
G02393,Mehmet Smirnov,Turkish,Turkish,3,0
G02394,Elif Wilson,Turkish,Turkish,3,0
G02395,Grace Ivanov,British,English,3,0
G02396,Alexei Smirnov,Russian,Russian,4,0
G02397,Buse Wilson,Turkish,Turkish,4,0
G02398,Sophie Dubois,German,German,1,0
G02399,Zeynep Öztürk,Turkish,Turkish,2,0
G02400,Laura Müller,German,German,4,1
G02401,Oliver Smirnov,British,English,3,0
G02402,Emily Smith,British,English,3,0
G02403,Leon Yılmaz,German,German,4,0
G02404,Buse Wilson,Turkish,Turkish,5,0
